序号,标题,分类路径,主要描述,网址
"409","Virtual Machine Performance Optimization Tools (Guest Tools) User Guide","Application Guide > Virtual Machine > FAQ > Virtual Machine Performance Optimization Tools (Guest Tools) User Guide","Applicability: This document applies to UGOS Pro firmware version 1.8.20.0012. The screenshots in this document are for reference only. The actual interface may vary depending on the system or applica...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQwOSIsICJjbGllbnRUeXBlIjogIiJ9"
"469","[FAQ] After importing the CentOS 7 ISO image into the virtual machine and starting it up, the system enters rescue mode.","Application Guide > Virtual Machine > FAQ > [FAQ] After importing the CentOS 7 ISO image into the virtual machine and starting it up, the system enters rescue mode.","Problem DescriptionA CentOS 7 ISO image was used to install the system on another virtualization platform. After exporting the OVA and uploading it to a NAS, it was then imported into a virtual machin...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2OSIsICJjbGllbnRUeXBlIjogIiJ9"
"395","[FAQ] Troubleshoot and Resolve Virtual Machine Network Failures","Application Guide > Virtual Machine > FAQ > [FAQ] Troubleshoot and Resolve Virtual Machine Network Failures","Problem DescriptionAfter switching network modes from the control panel (such as creating or deleting network bridges, link aggregation, restoring default network configurations, etc.), the virtual ma...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM5NSIsICJjbGllbnRUeXBlIjogIiJ9"
"234","[FAQ] Types of Virtual Machine Booting","Application Guide > Virtual Machine > FAQ > [FAQ] Types of Virtual Machine Booting","How should I choose the boot type for virtual machines?UGREEN NAS virtual machines have two boot types: BIOS (Basic Input/Output System) and UEFI (Unified Extensible Firmware Interface). The main diff...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzNCIsICJjbGllbnRUeXBlIjogIiJ9"
"235","[FAQ] Virtual Machine Graphics Card Introduction","Application Guide > Virtual Machine > FAQ > [FAQ] Virtual Machine Graphics Card Introduction","UGREEN NAS virtual machines currently support four types of graphics cards: Cirrus, VGA, VMVGA, and Virtio. The choice of graphics card type when configuring a virtual machine will affect the graphica...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzNSIsICJjbGllbnRUeXBlIjogIiJ9"
"233","[FAQ] Virtual Machine Networking Overview","Application Guide > Virtual Machine > FAQ > [FAQ] Virtual Machine Networking Overview","What are the differences between Virtio, e1000, and rtl8139, and how should I choose when creating a virtual machine?Virtio, e1000, and rtl8139 are three different types of virtual network adapters, e...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzMyIsICJjbGllbnRUeXBlIjogIiJ9"
"827","How to Install Ubuntu Virtual Machine on UGREEN NAS Devices","Application Guide > Virtual Machine > How to Install Ubuntu Virtual Machine on UGREEN NAS Devices","Application Notes:● This document applies to UGOS Pro firmware version 1.13.10.0037 and above.● Screenshots and interfaces in this document are for reference only. Actual displays may vary depending o...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgyNyIsICJjbGllbnRUeXBlIjogIiJ9"
"332","Manage Shared Link","Application Guide > Virtual Machine > Manage Shared Link","The virtual machine sharing link feature is a convenient method that allows users to share access to a virtual machine with others. By generating and sharing a link, multiple users can simultaneously ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMzMiIsICJjbGllbnRUeXBlIjogIiJ9"
"331","Manage Snapshot","Application Guide > Virtual Machine > Manage Snapshot","The snapshot feature allows you to save the current state of a virtual machine and restore it at any time. This enhances efficiency in system maintenance, software testing, and fault recovery. For ins...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMzMSIsICJjbGllbnRUeXBlIjogIiJ9"
"328","Manage Virtual Machine Instances","Application Guide > Virtual Machine > Manage Virtual Machine Instances","There are functional differences between different product lines of UGREEN NAS devices. If you are using a DH Plus series device, please note that the Virtual Machine app is not available. To use virt...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMyOCIsICJjbGllbnRUeXBlIjogIiJ9"
"229","Virtual Machine","Application Guide > Virtual Machine > Virtual Machine","Applicable Version: UGOS Pro 1.10.0.0092 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIyOSIsICJjbGllbnRUeXBlIjogIiJ9"
"849","Voice Memos User Guide","Application Guide > Voice Memos > Voice Memos User Guide","Supported Series: iDX SeriesSupported Platforms: UGREEN NAS PC Client, Web BrowserSupported Version: UGOS Pro firmware 1.15.12.0051 and laterThis app feature is currently supported only on iDX series ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0OSIsICJjbGllbnRUeXBlIjogIiJ9"
"690","Common Issues with DH Plus Series Devices","Troubleshooting > Hardware Failure > Common Issues with DH Plus Series Devices","This section provides a comprehensive  of features and frequently asked questions related to the UGREEN NAS DH Plus series (e.g., DH4300 Plus), covering areas such as video playback, AI album recognit...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY5MCIsICJjbGllbnRUeXBlIjogIiJ9"
"656","Does the UGREEN NAS 10-Gigabit network card support auto-negotiation?","Troubleshooting > Hardware Failure > Does the UGREEN NAS 10-Gigabit network card support auto-negotiation?","The 10-Gigabit network cards of UGREEN NAS are compatible with various network environments. Regardless of the current network speed, they operate stably and deliver optimal performance. This ensures ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY1NiIsICJjbGllbnRUeXBlIjogIiJ9"
"685","GPU usage remains at zero during video playback? How to determine whether hardware decoding is enabled on UGREEN DH Plus series devices?","Troubleshooting > Hardware Failure > GPU usage remains at zero during video playback? How to determine whether hardware decoding is enabled on UGREEN DH Plus series devices?","The UGREEN DH PLUS series is based on the ARM architecture and features an efficient built-in video hardware decoder. It supports hardware decoding for multiple video formats such as H.264 and HEVC/H....","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY4NSIsICJjbGllbnRUeXBlIjogIiJ9"
"655","How to use an external wireless network adapter with UGREEN NAS?","Troubleshooting > Hardware Failure > How to use an external wireless network adapter with UGREEN NAS?","PreparationBefore using an external wireless network adapter, connect your NAS to a router or switch via Ethernet to ensure it is online.Insert a compatible UGREEN wireless adapter (such as AC1300 or ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY1NSIsICJjbGllbnRUeXBlIjogIiJ9"
"687","Is the low NPU utilization during AI album recognition on UGREEN NAS (DH Plus series) a performance issue?","Troubleshooting > Hardware Failure > Is the low NPU utilization during AI album recognition on UGREEN NAS (DH Plus series) a performance issue?","Low NPU utilization is a normal phenomenon and not a performance issue. The NPU chip used in the DH4300 Plus series NAS features a multi-core architecture. The system displays the average utilization ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY4NyIsICJjbGllbnRUeXBlIjogIiJ9"
"608","Thunderbolt Device Not Recognized on Windows – How to Fix It","Troubleshooting > Hardware Failure > Thunderbolt Device Not Recognized on Windows – How to Fix It","ProblemWhen a Windows computer connects to a UGREEN NAS device via Thunderbolt cable but the Thunderbolt functionality is not recognized, it may be caused by the following reasons:Physical damage: Loo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwOCIsICJjbGllbnRUeXBlIjogIiJ9"
"727","UGREEN NAS External NVIDIA GPU User Guide","Troubleshooting > Hardware Failure > UGREEN NAS External NVIDIA GPU User Guide","Some models of UGREEN NAS support connecting external GPUs via Thunderbolt interface. With the help of NVIDIA official drivers, the GPU can be used to accelerate specific applications (such as facial ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyNyIsICJjbGllbnRUeXBlIjogIiJ9"
"629","UGREEN NAS Installation and User Guide Collection","Troubleshooting > Hardware Failure > UGREEN NAS Installation and User Guide Collection","In this collection, you can find installation video tutorials for all UGREEN NAS product series.Whether you're a complete beginner or an experienced user, these tutorials will guide you through the in...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYyOSIsICJjbGllbnRUeXBlIjogIiJ9"
"688","What Are the Roles of the NPU and GPU in the DH Plus Series? Which Features Currently Use Each?","Troubleshooting > Hardware Failure > What Are the Roles of the NPU and GPU in the DH Plus Series? Which Features Currently Use Each?","In UGREEN NAS DH Plus series devices, the system integrates two types of hardware acceleration units:● NPU (Neural Processing Unit): A neural network processing unit dedicated to AI model inference ta...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY4OCIsICJjbGllbnRUeXBlIjogIiJ9"
"689","Why does the GPU usage remain at zero when playing videos via HDMI on UGREEN NAS (DH Plus series)? Does HDMI not support hardware decoding?","Troubleshooting > Hardware Failure > Why does the GPU usage remain at zero when playing videos via HDMI on UGREEN NAS (DH Plus series)? Does HDMI not support hardware decoding?","The DH Plus series devices do support hardware decoding via HDMI. It is normal for the GPU usage shown in the UGOS Pro system’s “Task Manager” to remain at zero—this does not mean that hardware decodi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY4OSIsICJjbGllbnRUeXBlIjogIiJ9"
"686","Why does the system resource usage of UGREEN NAS (DH4300 Plus) remain high after video playback ends?","Troubleshooting > Hardware Failure > Why does the system resource usage of UGREEN NAS (DH4300 Plus) remain high after video playback ends?","On DH Plus series NAS devices, users may notice that system resources (such as CPU usage) remain high for a short period after video playback ends. This is likely due to the “Theater” app performing l...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY4NiIsICJjbGllbnRUeXBlIjogIiJ9"
"657","How to Check Whether the Network of Your UGREEN NAS Has a Public IP and Set Up Port Forwarding？","Troubleshooting > Network Failure > How to Check Whether the Network of Your UGREEN NAS Has a Public IP and Set Up Port Forwarding？","Check for Public IPv4 AddressUse a phone or computer within the local network to visit websites like [ip138.com] or [IPW.cn] in a browser. The IP address shown on the page is your public IP.Log in to ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY1NyIsICJjbGllbnRUeXBlIjogIiJ9"
"482","How to Fix ""Task error / Error"" with Prompt ""File name too long / File path may be too long"" During File Transfer?","Troubleshooting > Network Failure > How to Fix ""Task error / Error"" with Prompt ""File name too long / File path may be too long"" During File Transfer?","Issue DescriptionWhen transferring files using ""Files"", ""Sync & Backup"", or ""Cloud Drives"", some files may trigger a ""Task error"" or ""Error"". Upon checking the error details, the prompt indicates ""Fil...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ4MiIsICJjbGllbnRUeXBlIjogIiJ9"
"607","How to Set Up Thunderbolt Direct Connection Between UGREEN NAS and Computer for High-Speed File Transfer","Troubleshooting > Network Failure > How to Set Up Thunderbolt Direct Connection Between UGREEN NAS and Computer for High-Speed File Transfer","Applicable Models and Versions● Applicable Models: UGREEN DXP480T Plus, DXP6800 Pro, DXP8800 series● Supported Firmware Versions: NAS firmware version 1.2.0.2121 and abovePreconditionsBefore starting ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwNyIsICJjbGllbnRUeXBlIjogIiJ9"
"671","Introduction to UGREEN NAS P2P Connection Mode (Including IPv6 Support)","Troubleshooting > Network Failure > Introduction to UGREEN NAS P2P Connection Mode (Including IPv6 Support)","UGREEN NAS now supports P2P (Peer-to-Peer) connection mode, providing users with a stable, secure, and convenient remote access solution. Compared to public IP access, P2P mode eliminates the need to ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY3MSIsICJjbGllbnRUeXBlIjogIiJ9"
